guid,name,city,state,avgStars,long,lat,open,reviewCnt
MG1IbQUurcXn8NQgXGM34Q,Yee-haws,Mesa,AZ,3.5,-111.735789,33.423805,true,3
KqYY2rwD8ymjU9mVJwiuRQ,Panda Gourmet,Phoenix,AZ,3.5,-112.0998396,33.5682973,true,3
idpRaOujsEvnI-LzDSKa6g,Brass Armadillo Antique Mall,Goodyear,AZ,4.5,-112.3447338,33.4618027,true,5
vusJ2oza6-jzhzBTeae-OQ,Brake Masters,Mesa,AZ,4.0,-111.783074,33.37947,true,6
jvvh4Q00Hq2XyIcfmAAT2A,Five Guys Burger and Fries,Scottsdale,AZ,3.5,-111.9284569,33.503323,true,52
BF0XhsT8mEv6gpxru_8Syg,Fry's & Fry's Marketplace,Glendale,AZ,4.5,-112.1528218,33.6378053,true,3
RtwOc-n_RkiUuDGaNfCsNw,Forefathers Gourmet Cheesesteaks & Fries,Tempe,AZ,4.0,-111.9631173,33.3351559,true,106
xWcTt1L4vQC_QkPfPBVlCw,Red Modern Furniture,Phoenix,AZ,3.5,-112.0709232,33.5090487,true,20
ldsiFlvSxBhuZHZxvzWPYw,Loi Phat Oriental Food Grocery Store,Phoenix,AZ,4.0,-112.0962274,33.5097112,true,4
dLBqf9QayF9eSUzz6BvmSQ,My Sister's Attic,Phoenix,AZ,3.0,-112.0372641,33.5092825,true,6
LSxO2ko3_5KODWKZLEm8FQ,Tri-City East Veterinary Hospital,Mesa,AZ,3.0,-111.7371543,33.4081936,true,5
Y1eMoHPnhwoOcYsKxGl74g,Loehmann's Inc,Phoenix,AZ,4.5,-112.0148644,33.5307752,false,8
0YCV8260mMgN0PxuzAtO3g,Subway,Phoenix,AZ,2.5,-112.0740911,33.4503008,true,3
Wc4-mBb_8CTF5KoU8Fariw,CrossFit Infernal,Chandler,AZ,5.0,-111.8017218,33.2805741,true,3
p4O4b0oZiV5oDhIDrCrgcg,Churchill's Fine Cigars,Cave Creek,AZ,4.5,-111.9798909,33.7977694,true,3
rksEr9GshBvBkV4vAQbruQ,Fry's Food & Drug Stores & Fry's Marketplace,Gilbert,AZ,3.5,-111.8083119,33.3340421,true,4
NtizlEdtnJX0tteMdZ-6tw,Blimpie Subs & Salads,Phoenix,AZ,3.0,-112.1505433,33.6106566,true,3
z1CjVXv6M6RbWhZO1lIExA,Lighting Unlimited,Scottsdale,AZ,3.5,-111.913695,33.629381,true,3
HLQUH1VAw4KbSV-IhxOPEw,The Ritz-Carlton\, Phoenix,Phoenix,AZ,4.0,-112.0293073,33.508954,true,49
WNy1uzcmm_UHmTyR--o5IA,Cornish Pasty Company,Tempe,AZ,4.5,-111.951494,33.422728,true,580
A0-0oO2I-L4QF9BMi9duuw,All Patio Doors & More,Phoenix,AZ,5.0,-112.0178286,33.4382789,true,5
woihBX8gAaEDL4nWtao9dg,Chuck E Cheese,Glendale,AZ,2.0,-112.2051629,33.6380899,true,7
aK8BF1xuYZVzUgi3qAn3Ug,Smiles of Beauty-Surprise,Surprise,AZ,2.0,-112.383586,33.6382509,true,4
jl_2Ui3vC81bIwOCCQZI1w,Blockbuster Video,Tempe,AZ,2.5,-111.908919,33.394763,true,4
ejx-rekLkZ2RkNgSejf0pA,Bank of America,Phoenix,AZ,2.5,-112.0663313,33.6402102,true,4
aX2Js7hZBhBAzc8LeRs55w,Big O Tire Stores,Glendale,AZ,4.0,-112.1925299,33.6384243,true,5
5Rtgv0oDqmKkIayIrjEjqg,Sports Authority,Glendale,AZ,4.0,-112.217652,33.639331,true,4
Xk41spRMMo2C7Nn8YQIL0g,Arizona Federal Credit Union,Scottsdale,AZ,2.5,-111.909447,33.487234,true,4
0BpMvu5B9fY-KEbOuxLtFQ,Kampai,Phoenix,AZ,3.5,-112.019165147988,33.639951900923,true,54
bIOEv4Gc49SiFhYedmN7aA,Target,Queen Creek,AZ,4.0,-111.64149939723,33.25480254189,true,4
Q7Yo02l--O9KMWYYNukY0w,Dillon Precision Products,Scottsdale,AZ,5.0,-111.9067544,33.6339781,true,4
jqZKv-7F54guDLalXEjHxg,Five Guys Burgers and Fries,Scottsdale,AZ,3.5,-111.9254565,33.6265775,true,69
dzSPa5kkpQIRjMOHvDUF_Q,Paradise Bakery & Cafe,Phoenix,AZ,3.5,-112.1117309,33.7129653,true,24
SJMjlvbGDUGO9Elpkl4kew,TJ Maxx,Scottsdale,AZ,2.0,-111.889604330063,33.6285117246143,true,5
oD3K3aT52uNdLaYmGnRV8A,Papago Dog Park,Tempe,AZ,2.5,-111.9308428,33.4394844,true,8
rftGOyvbSAMOBTJWGhTLgA,Ellaments Salon & Boutique,Laveen,AZ,4.0,-112.1666063,33.3776437,true,8
kIco4kv-FHT6QqdkDQ2cow,Sonic Drive-In,Scottsdale,AZ,3.5,-111.9093213,33.4796348,true,13
YXQzFolTvipDSpTlUTd6Eg,Guns Etc,Chandler,AZ,2.5,-111.85953,33.337095,true,9
2qbajPD8M7PJlWWaHSRR5Q,Draft House On The Reef,Chandler,AZ,3.5,-111.8463705,33.3344463,true,22
j559p_Yelp12W2W_gTvDaA,Arizona State Capitol,Phoenix,AZ,2.5,-112.0950937,33.447646,true,3
tieXOBZlj01Hk_CR_sl0pg,Fry's Supermarket,Phoenix,AZ,3.5,-112.005508,33.316848,true,3
_0Eql3UB3K5-6q4IHNBbWA,K-Bella Salon & Spa,Phoenix,AZ,4.0,-112.0534109,33.3052569,true,3
I98ESrTemwkaVIrN_USx4A,Healthy Outlook Family Medicine,Phoenix,AZ,4.5,-112.098838,33.516595,true,10
1XiG4o4edRcoBcIrP209yg,Old World Brewery,Phoenix,AZ,3.5,-112.113567,33.452284,true,15
AoO0FJyUm01lmIJJTcPWEQ,Giant Hamburgers,Mesa,AZ,4.0,-111.7716542,33.4064076,true,47
2k1I66IxKL9vJnRQhXWkDQ,Hacker Accounting,Phoenix,AZ,5.0,-112.119087,33.597474,true,4
LNUx60j6DQAxJuikUiZNvw,The Coffee Bean & Tea Leaf,Scottsdale,AZ,3.5,-111.9256326,33.5033716,false,4
xKXahNKbBUZtOPWibwq94w,AZ Wine Company,Scottsdale,AZ,4.0,-111.925588,33.475302,true,19
1Nge1ObX93-y1AoXONt34A,Costco Wholesale,Tempe,AZ,5.0,-111.961862,33.347289,true,3
BmElzV6FNKvt2R7rI_gfvQ,Goodwill Industries of AZ,Phoenix,AZ,3.5,-112.0652303,33.5667554,true,3
9W5zaqA_fdjTk127fioY0A,Bed Bath & Beyond,Mesa,AZ,4.0,-111.873996,33.430264,true,7
eK6KGMKqU_4nB9RdayZD7Q,Tee Pee Tap Room,Phoenix,AZ,3.0,-112.0657857,33.4423368,true,17
umdxfhSlk67yGEi8-S-bEg,Cold Beers & Cheeseburgers,Scottsdale,AZ,3.0,-111.924676895142,33.6765685033475,true,70
aIpqc26pFPyEglBrs0k7EA,Sprint,Phoenix,AZ,3.0,-112.0272041,33.5102068,true,4
mG5WTamjKzje897WkCXiTA,Paperjoy,Phoenix,AZ,4.0,-111.9955012,33.5024095,true,11
k_yGJN2ynaUkzLTEzBWyLA,EuroTechs,Tempe,AZ,5.0,-111.907821,33.428722,true,6
ixxKknYQAGGpCE1LhmFg3A,Boot Barn,Mesa,AZ,5.0,-111.857962,33.383482,true,4
5hGkW5VddU07sI8DPfi-Bw,Desert Oasis Floral,Goodyear,AZ,2.5,-112.3436915,33.4502598,true,4
imSAkSzL5X1rUc3Z1ZMYeA,Community Florist,Phoenix,AZ,4.5,-112.0822105,33.4659933,true,6
YowLDN2YEKVJpHv0Loqm5A,Jody Maroni's Sausage Kingdom,Phoenix,AZ,2.5,-112.0178286,33.4382789,true,18
l7WFICL6sLarCOHc0YFODQ,Baby Mother & More,Mesa,AZ,5.0,-111.787043,33.392567,true,4
HQFscafV3wi5z4yOKdUGRg,5th Avenue Cafe,Phoenix,AZ,3.5,-112.080631,33.480016,true,58
JW1M3UOIopAA4C2y0Xt0wQ,Bonnie's Barkery,Cave Creek,AZ,4.0,-111.991308,33.751685,true,6
46Pklsv4V2dku7yY5rvhIw,David T Madder\, DMD,Gilbert,AZ,4.5,-111.793383,33.37854,true,11
-sC66z4SO3tR7nFCjfQwuQ,Gallo Blanco Cafe,Phoenix,AZ,4.0,-112.079081,33.49112,true,549
hBodj_f6adUAnEVUb_he_A,Turk's Fish and Chips,Phoenix,AZ,2.5,-112.073079,33.386417,true,4
fc7HNDbFpDlDWCGMh-c8lw,Banfield Pet Hospital,Surprise,AZ,2.0,-112.354279,33.640184,true,6
1J1iid_qU__8_CxiS2Zw4Q,Souper Salad,Mesa,AZ,3.0,-111.862526,33.3925142,false,5
Si4xIYKj7cbBou6Vkk0JJg,Danny's Barber Shop,Phoenix,AZ,3.5,-112.1163693,33.5239202,true,4
OiQd6wkxOFx9k_EmRaJYTA,Au Reve,Phoenix,AZ,4.5,-112.0823333,33.6835998,true,8
6ZYt8IChJmH3Ra5IqnlivA,Port of Subs,Tempe,AZ,2.5,-111.9619158,33.3345479,true,9
bFm1ZmXPg0CVsc97sej_tQ,FedEx Office Print & Ship Center,Phoenix,AZ,3.0,-111.9777098,33.3212765,true,6
y8a480EiwWikqlR1inkGxg,Sushi Time,Tempe,AZ,3.5,-111.9285013,33.3792532,true,28
JuQncODLNOhfSaa-5okpQQ,Jack's Automotive Service,Phoenix,AZ,4.5,-112.024916,33.465427,true,3
qgVS6sBe7JNEI8otg0Y3dg,Ub's Restaurant & Bar,Mesa,AZ,3.5,-111.872612,33.407138,true,4
2jCyo55dFgGzYpoIX8TwgA,Starbucks Coffee,Scottsdale,AZ,4.0,-111.8741292,33.6226416,true,13
hyff2JyqQgf85MaJZslHCg,Z'Tejas Southwestern Grill,Tempe,AZ,3.5,-111.9409053,33.4245625,true,108
3g2ofV7mhEoPyfF7vFMObA,Mulligan's,Scottsdale,AZ,3.0,-111.9235067,33.499735,false,32
pXE8u5EBP_v1HbPnr0U6xQ,Altered Tails,Phoenix,AZ,4.0,-112.0866535,33.5712656,true,7
Sy-hmzSH1OmWpHmAfZtxRA,Trader Joe's,Phoenix,AZ,4.5,-112.0388709,33.5076745,true,67
5BPuQsM1_CwVu7KiqIjyGA,The Home Depot,Chandler,AZ,3.0,-111.9703172,33.3134804,true,11
YPaxaQz2f5fyDYPnf5vlew,Southwest Naturopathic Medical Center,Tempe,AZ,3.5,-111.893417,33.407927,true,6
9OjaTv86bO-YITbGhEq2XQ,Sky Nails & Spa,Chandler,AZ,4.5,-111.856635,33.336677,true,7
p2FoMPsKYDVkDrNv4mEESA,Family Vetcare of Chandler,Chandler,AZ,5.0,-111.945161,33.3037459,true,3
qBc36uFI7orWS8NpYZCv_w,Matta's Grill and Cantina,Mesa,AZ,3.5,-111.866054534912,33.4351659963261,true,30
-NGrzJp0dX5pK3qdGSaspw,Cool Cuts 4 Kids,Gilbert,AZ,4.5,-111.790625,33.335942,true,9
OhCRdO-4v4zV90TMbR7Qfw,Koko FitClub of McCormick Ranch,Scottsdale,AZ,5.0,-111.8991423,33.5563324,true,5
gKxOZvQTTd5hpFa3r5igGQ,New Valley Church,Phoenix,AZ,5.0,-111.9760673,33.3079502,true,3
7IBQ6DomcORtlwCO1QNxBA,Anytime Fitness,Phoenix,AZ,4.5,-112.1106961,33.7129915,true,3
NbjyUsShOLe1rA-nnin-bA,A & B Photos,Chandler,AZ,5.0,-111.864595,33.313553,true,3
ehy9Vy1BKc9shO74chuUAQ,Asiana Market,Glendale,AZ,3.0,-112.153592,33.655418,true,39
6lcay-E_ssmzpGanKbColg,Zaytoon Kabob Bistro,Phoenix,AZ,3.0,-112.047066,33.507549,true,31
9kue6njdYLYAr-ve65L0NA,Hampton Inn,Scottsdale,AZ,2.5,-111.925321,33.57711,true,3
sH17KGxbMVrlr66n92Qh8g,Del Taco,Phoenix,AZ,3.0,-111.977264,33.638672,true,6
FURgKkRFtMK5yKbjYZVVwA,Windsor,Phoenix,AZ,4.0,-112.07341192283,33.513697188158,true,326
IRy9-pB3mQ4V7RYWsKrJfQ,Cow Dreamz Photography,Phoenix,AZ,5.0,-111.988151,33.495499,true,5
TOh-zfgSDJwLgEsf1NSkPQ,Batteries Plus,Chandler,AZ,4.0,-111.8766855,33.3498648,true,4
9H1PBcxPxicokgj8RJ4L8A,Orange Leaf Frozen Yogurt,Scottsdale,AZ,3.0,-111.8362927,33.5870065,true,16
Fb_mZcgCgvK60E3hymcpyw,Taco del Mar,Tempe,AZ,3.5,-111.9080584,33.3931628,false,7
OwHqwmHwswArpv3m3dlw_Q,Burger Betty's,Phoenix,AZ,2.5,-112.06434,33.511332,false,5
bXsdiL4-hkuma798RUzD7w,Li'l Black Dress,Peoria,AZ,4.5,-112.272659,33.7084086,true,3
kMxYp2GZL5ic6b05gPP57Q,Nathans Famous Hotdogs,Phoenix,AZ,2.0,-111.996914148331,33.4341094982183,true,12
bzXDUQ-5Odzx5WZNoSoANg,Oscar's Pier 83 fish and chips,Glendale,AZ,4.0,-112.184993,33.65316,true,40
KHeM4cO2DWK1C09zWCFLFQ,Bahama Buck's,Mesa,AZ,4.5,-111.8248506985,33.392989774236,true,19
0db71MbrvcJnyk71COCJBg,Great Wall Cuisine,Phoenix,AZ,3.5,-112.134201,33.5108735,true,121
sOvmVhQqKqJus67S10jw0g,Cellblock Phoenix,Phoenix,AZ,4.0,-112.0610324,33.4947343,false,3
jnZ9cGeh1cj1LSYctKprfQ,Chaparral Dental Pllc,Scottsdale,AZ,5.0,-111.911106,33.509556,true,4
gWP6ofoyTbK0SZj1i_XqNQ,Winco Foods,Phoenix,AZ,3.5,-112.08,33.641458,true,37
oQkJJykinMTUdB9hPHUq_A,The Loft,Tempe,AZ,4.0,-111.94047,33.425711,false,3
DflKgFbxt9VuqjSoI21XFQ,Dryer Vent Doctor,Peoria,AZ,5.0,-112.204085,33.751246,true,3
WVs0Q355wHQ4d1KZOHReZA,Java Me Craze',Scottsdale,AZ,4.5,-111.9315649,33.502612,true,5
hFTOvDYB5ap59uFgxBQrDg,Starbucks Coffee,Scottsdale,AZ,4.0,-111.9257312,33.6247911,true,15
4acfPIJdTn239qGeXLrzFw,Laser Quest,Phoenix,AZ,4.5,-112.1319013,33.5818597,true,3
8HmSt7fRFe-uH6i4yCmJQQ,KFC,Goodyear,AZ,1.0,-112.3411836,33.4517561,true,3
qdA4qiSXjaiuqO4SueH9VA,Burrito Express,Mesa,AZ,3.5,-111.8564229,33.4234775,true,21
qnKX52X6N9tp5qcK3QankA,Uno Stop,Chandler,AZ,4.5,-111.8425,33.313742,true,3
Fy75nbQSylmO3UGCSedaZg,Spoken Boutique,Phoenix,AZ,4.0,-112.0662616,33.4588994,false,9
3VTBObOAUyDQfpsndTz_pg,Tortas La Presa #2,Glendale,AZ,3.5,-112.1542252,33.5384488,true,3
Hls6Cl5Wo8f1FS5ZDtntXA,Chandler Dental Health,Chandler,AZ,5.0,-111.860733,33.261657,true,9
l_f5t6TOoNAl7QAkHMr_Bg,Wax On Wax Off Body Waxing,Tempe,AZ,5.0,-111.911885,33.332396,true,3
ZsLq6mPkGknPcZ-u4a_Rvw,Fitness 1,Phoenix,AZ,3.5,-112.062858581543,33.6561431884766,true,4
h-9z4dgdEghdPLeDMLpDYA,Tailgate Sports Bar & Grill,Tempe,AZ,4.0,-111.952872,33.407724,true,12
In93N5Jqu85xAh0qQ2jb1w,Chipotle,Gilbert,AZ,3.5,-111.74286306603,33.307805088942,true,3
PqZf-DZyyXopkaEv8FrIIQ,Pet Club,Glendale,AZ,4.5,-112.2032324,33.6393817,true,3
4r9BfViVzFsN5W-ClcvuZQ,Party City,Scottsdale,AZ,3.0,-111.8927834,33.6284661,true,7
8fLdtZp0q8TjVTsqfV6byQ,Dad's Catering Service,Phoenix,AZ,2.5,-112.0636277,33.5675436,true,4
nih6RQC-HttWiO28HOcfOA,Boston Market,Tempe,AZ,3.5,-111.9089862,33.3912468,true,4
x4N7KH4hLtHga269T3EOBw,Fashion Bug,Chandler,AZ,4.5,-111.8332,33.3181,true,4
3jqOv6re-xPYOg7srmi7tg,Picazzo's Organic Italian Kitchen,Tempe,AZ,4.0,-111.9445728,33.3350531,false,89
xLCbkTYQaP-nij6mEfaw7A,Bookmans Entertainment Exchange,Phoenix,AZ,4.0,-112.0999796,33.5542912,true,81
V8QNpf_QtpTT5IEoILUKCA,Safeway Fuel,Goodyear,AZ,4.0,-112.393973,33.451376,true,3
Y34FJbdf6DuRAJ0k12yPnQ,Regis Salon,Mesa,AZ,4.0,-111.688385009766,33.3950458576586,true,4
ZHuJrSE9n9rhAnUIGVyYzA,Target,Mesa,AZ,3.0,-111.8638783,33.3914214,true,6
0vHJbmk2q6tSxw-sMD8LAQ,Eyeglass World,Mesa,AZ,2.0,-111.856707,33.388549,true,8
-SfUBPZcJ6uw2cVlc6dk-Q,Northwest Regional Library,Surprise,AZ,4.5,-112.3758566,33.6298606,true,6
h_FP6Lho52MIorjH8GuerQ,Jack in the Box,Surprise,AZ,3.0,-112.419796,33.639044,true,3
rSZj7lgBxREaMhGMnjuZ3g,Jack in the Box,Phoenix,AZ,3.0,-111.978816,33.465334,true,4
kN8792XEJfCtpD5GJLmI6g,NYPD Pizza,Surprise,AZ,4.0,-112.361552,33.64032,true,29
03m0CGFwEInR8ZBGrqmO7w,Turn Style Consignment,Tempe,AZ,3.0,-111.9112224,33.3634762,true,5
9mfec4ySQpW8doGs3FUP2Q,Fairmont Scottsdale Princess,Scottsdale,AZ,4.0,-111.917118430138,33.6455682097528,true,102
yLa-Qp45lqfwdebh65L3HQ,Fry's Food Stores,Scottsdale,AZ,3.0,-111.976116,33.64223,true,6
lnX2gaGdO0fNtykyFrp1AA,Mel's Diner,Phoenix,AZ,3.5,-112.0981742,33.4643554,true,22
JuyVq7GwY5EZ_gL5cGfPiA,Arizona Executive Maids,Scottsdale,AZ,1.0,-111.8985922,33.5243639,true,3
oRwWdpARqCjam6k_za8wOA,LV Bistro,Scottsdale,AZ,2.5,-111.9189477,33.6462961,true,9
um2sEf_ITsCc536kPQ6Umg,Siracha Lounge,Chandler,AZ,3.5,-111.8426724,33.3021786,false,22
Q87G5ezBUhqjQ1xHfZ3fSA,Nike at Scottsdale Quarter,Scottsdale,AZ,3.5,-111.925553,33.6235377,true,14
Xn06AozwcTvUPFNkknbgnw,Pizza Hut,Scottsdale,AZ,3.0,-111.83734988227,33.587109615647,true,3
WxLMUX59m6sSszVNLnHDEw,China Buffet,Casa Grande,AZ,3.0,-111.7157877,32.8786089,true,11
qAORECtABjr_FsvSzy1apw,Smashburger,Phoenix,AZ,3.0,-111.9746066,33.678615,true,23
-yPdEze6bYRV2Sm1t4XJhg,Fuddruckers,Phoenix,AZ,4.0,-112.040429,33.5056919,false,3
aZFxdrDmfO10e3k2LNNFPw,Native New Yorker,Gilbert,AZ,3.5,-111.756931,33.347758,false,15
FXLttunbk-KW--bUK5CRXg,Solare Nail & Spa,Gilbert,AZ,4.0,-111.7586552,33.3053419,true,8
EuNV8_SReV_3KeET2Ums6A,Tokyo Express,Scottsdale,AZ,3.0,-111.9271068,33.4892464,true,28
QQ-lSbz4ARm1MQA5z8-nAw,Weather & Coffee,Phoenix,AZ,4.5,-112.004291,33.640076,false,6
qiiQoiOsaxXOR1nUxo5WAw,Dunkin Donuts,Chandler,AZ,3.5,-111.8777697,33.3056508,true,13
UKgSs_SJzW9fu4CwhIV1yA,Firesky Resort & Spa,Scottsdale,AZ,4.5,-111.9258659,33.5083781,true,145
sqmdFdEXk8DoCnjRvEh90Q,Disney Store,Chandler,AZ,4.5,-111.8996518,33.3014388,true,3
_dVPzYGXKNg2rIsc40VtyA,Jack-In-the Box,Scottsdale,AZ,2.5,-111.9078794,33.4952011,true,7
x0NOgX6P4x-82cC0kcO1hg,Akai Hana Sushi & Grill,Goodyear,AZ,4.0,-112.39201426506,33.4720905777243,true,44
Dim6R6ki5Z_05bk_V1htbQ,Brother's Pizza,Glendale,AZ,3.0,-112.202473,33.710671,true,12
lDwHtEVlak5lVrXi2FImPA,R.S.V.P. Realty,Chandler,AZ,4.0,-111.8758774,33.3281635,true,3
WeD2fAdaf44CcDeS2xuEWw,Carrillo's Wedding Emporium,Mesa,AZ,2.5,-111.842039,33.393841,true,8
4bhJ2kl1WVnNQeH3xJgz6A,Starbucks,Scottsdale,AZ,2.5,-111.928185224533,33.5824302783656,true,10
xxSq7BBoCwUHnaxMMgF5mg,Total Tan,Phoenix,AZ,4.5,-112.0622257,33.6548544,true,4
e8Eke5v8pXw-PuRCu2uPjg,Ocean Trail,Scottsdale,AZ,5.0,-111.865693,33.538873,true,26
jNVnU8t7ydme5wKlfFV2yQ,Great Clips,Gilbert,AZ,3.5,-111.7898954,33.3209897,true,3
ti3-TiY1y6X8-VJMGNMJnQ,Hi Health Supermart,Phoenix,AZ,4.0,-112.0385348,33.509264,true,3
4bi6m2WWnSUnQzR4xLF5BQ,US Airways Club,Phoenix,AZ,4.0,-111.9952003,33.4360418,true,8
F0UDUKUcEbK5xqgJt_q46g,Xpress Junk & Trash Removal,Sun City,AZ,5.0,-112.268538,33.636017,true,3
61Yk_UEcDAd-IBu6wzBc8A,@ Lefty's Barber Shop,Phoenix,AZ,4.5,-112.04475402832,33.3098725139826,true,3
Edj0quZE5k1WcAtf883j6w,Shady's,Phoenix,AZ,4.0,-112.023489,33.4948091,true,117
JUe_TAe9T9MZXutb5fblDg,Papa John's,Phoenix,AZ,2.5,-112.077889,33.4802381,true,7
lVkDZZ8sTafPlq7f1i5row,Pomegranate Cafe,Phoenix,AZ,4.0,-111.99506,33.3051122,true,141
u2hGxSbpIOZZ3KliIELuTQ,Grand Buffet,Apache Junction,AZ,2.5,-111.5722283,33.4160688,true,6
dHWEaIOAJkh3hkM0izme8w,Cruise America Motorcycle Rental & Sales,Mesa,AZ,2.0,-111.83245,33.388337,true,4
SDs4eWoV-cpJystzTAH0qg,Picazzo's Gourmet Pizza,Goodyear,AZ,3.0,-112.380047,33.492737,false,9
cof7qW-PD0M7Jykclg48oQ,Port of Subs and Smoothie King,Scottsdale,AZ,3.5,-111.9258402,33.4916179,false,6
o0snahBUg0DYC5PIM0bz3Q,Triple Sports,Scottsdale,AZ,5.0,-111.9174952,33.4947907,true,8
pjW7mFHc2uvQ1Dgx5HFQ4Q,European Wax Center,Phoenix,AZ,4.5,-112.1117276,33.7129653,true,6
